"ObjectApiName","ObjectLabel","ObjectKind","FieldApiName","FieldLabel","FieldType","IsFormula","ReferenceTo","PicklistValues","Required","Unique","Length","HelpText"
"Candidate_Training__c","Candidate Training","Custom Object","Trainer_Feedback__c","Trainer Feedback","LongTextArea","False","","","False","False","32768",""
"Candidate_Training__c","Candidate Training","Custom Object","Whatsapp_No__c","Whatsapp No","Text","False","","","False","False","255",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Assigned_Trainer__c","Assigned Trainer","Lookup","False","Recruiter__c","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Assigned_Trainer_Name__c","Assigned Trainer Name","Text","True","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Assigned_Trainer_User__c","Assigned Trainer User","Lookup","False","User","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Candidate_Training__c","Candidate Training","MasterDetail","False","Candidate_Training__c","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Completed__c","Completed","DateTime","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Due_At__c","Due At","DateTime","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Duration__c","Duration","Number","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Expected_Duration__c","Expected Duration","Number","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Learning_Goal__c","Learning Goal","LongTextArea","False","","","False","False","32768",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Notes__c","Notes","LongTextArea","False","","","False","False","32768",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Sequence__c","Sequence","Number","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Started_At__c","Started At","DateTime","False","","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Status__c","Status","Picklist","False","","Not Started;In Progress;Blocked;Skipped;Completed;Absent;Dropped","False","False","","If Candidate not came then status will be Absent, If Trainer is not there then Status will be Skipped, If Candidate is removed from training then Status will be Blocked"
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Step_Template__c","Step Template","Lookup","False","StepTemplate__c","","False","False","",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Training_Method__c","Training Notes","LongTextArea","False","","","False","False","32768",""
"CandidateTrainingStep__c","Candidate Training Step","Custom Object","Training_Step__c","Training Step","LongTextArea","False","","","False","False","32768",""
"Case","Case","Standard Object","AccountId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","AssetId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","BusinessHoursId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Case_Owner_Name__c","Case Owner Name","Text","True","","","False","False","",""
"Case","Case","Standard Object","Case_Reason__c","Case Reason","Picklist","False","","Resume Edit;LinkedIn Edit;Experience Adjustment;Start;Pause;Resume;Priority Change;Warning (Responsiveness);Availability;Missed Session;Skill Gap;Track Change;Inactive / No Response;Seriousness / Commitment;Direct Bypass (Text/Email);Recording Request;Support Mandatory;Scheduling;Proxy Exception (One-off);Signature Pending;Payment Pending;Plan Upgrade;Policy Clarification;Legal Warning;Policy Breach;Escalation;Evidence Request;New Referral","False","False","",""
"Case","Case","Standard Object","Case_Tags__c","Case Tags","MultiselectPicklist","False","","C2C;Full-Time;Urgent;Agreement Breach Risk;Referral;Delay;Support Exception;Payment Pending;Smart Team Directive;Training","False","False","",""
"Case","Case","Standard Object","ClosedDate",,,"False","","","False","False","",""
"Case","Case","Standard Object","Comments",,,"False","","","False","False","",""
"Case","Case","Standard Object","ContactEmail",,,"False","","","False","False","",""
"Case","Case","Standard Object","ContactFax",,,"False","","","False","False","",""
"Case","Case","Standard Object","ContactId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","ContactMobile",,,"False","","","False","False","",""
"Case","Case","Standard Object","ContactPhone",,,"False","","","False","False","",""
"Case","Case","Standard Object","Deadline__c","Deadline","Date","False","","","True","False","",""
"Case","Case","Standard Object","Description",,,"False","","","False","False","",""
"Case","Case","Standard Object","EntitlementId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Interview__c","Interview","Lookup","False","Interview__c","","False","False","",""
"Case","Case","Standard Object","IsClosedOnCreate",,,"False","","","False","False","",""
"Case","Case","Standard Object","IsEscalated",,,"False","","","False","False","",""
"Case","Case","Standard Object","IsStopped",,,"False","","","False","False","",""
"Case","Case","Standard Object","Language",,,"False","","","False","False","",""
"Case","Case","Standard Object","Last_Priority_Change_Reason__c","Last Priority Change Reason","LongTextArea","False","","","False","False","131072",""
"Case","Case","Standard Object","Marketing__c","Marketing","Lookup","False","Marketing__c","","False","False","",""
"Case","Case","Standard Object","MilestoneStatus",,,"False","","","False","False","",""
"Case","Case","Standard Object","MilestoneStatusIcon",,,"False","","","False","False","",""
"Case","Case","Standard Object","Next_Action_Date__c","Next Action Date","Date","False","","","False","False","",""
"Case","Case","Standard Object","Onboarding__c","Onboarding","Lookup","False","Onboarding__c","","False","False","",""
"Case","Case","Standard Object","Origin",,"Picklist","False","","","False","False","",""
"Case","Case","Standard Object","OwnerId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","ParentId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Priority",,"Picklist","False","","","False","False","",""
"Case","Case","Standard Object","ProductId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Reason",,"Picklist","False","","","False","False","",""
"Case","Case","Standard Object","ServiceContractId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Slack_Thread_Ts__c","Slack Thread Ts","Text","False","","","False","True","64",""
"Case","Case","Standard Object","SlaExitDate",,,"False","","","False","False","",""
"Case","Case","Standard Object","SlaStartDate",,,"False","","","False","False","",""
"Case","Case","Standard Object","SourceId",,"Lookup","False","","","False","False","",""
"Case","Case","Standard Object","Status",,"Picklist","False","","","False","False","",""
"Case","Case","Standard Object","StopStartDate",,,"False","","","False","False","",""
"Case","Case","Standard Object","Subject",,,"False","","","False","False","",""
"Case","Case","Standard Object","SuppliedCompany",,,"False","","","False","False","",""
"Case","Case","Standard Object","SuppliedEmail",,,"False","","","False","False","",""
"Case","Case","Standard Object","SuppliedName",,,"False","","","False","False","",""
"Case","Case","Standard Object","SuppliedPhone",,,"False","","","False","False","",""
"Case","Case","Standard Object","Type",,"Picklist","False","","","False","False","",""
"Case","Case","Standard Object","Waiting_On__c","Waiting On","Picklist","False","","Candidate;Recruiter;Trainer;Support;Legal;Vendor/Client;Internal Review","False","False","",""
"Cohort__c","Cohort","Custom Object","Description__c","Description","LongTextArea","False","","","False","False","131072",""
"Cohort__c","Cohort","Custom Object","End_Date__c","End Date","Date","False","","","False","False","",""
"Cohort__c","Cohort","Custom Object","Lead_Trainer__c","Lead_Trainer","Lookup","False","User","","False","False","",""
"Cohort__c","Cohort","Custom Object","Start_Date__c","Start Date","Date","False","","","False","False","",""
"Company__c","Company","Custom Object","Company_Website__c","Company Website","Url","False","","","False","False","",""
"Company__c","Company","Custom Object","Interview_Difficulty__c","Interview Difficulty","Text","True","","","False","False","",""
"Company__c","Company","Custom Object","Tier__c","Tier","Picklist","False","","FAANG / Top Product;Product Company;Startup;Services / Consulting;Mid-Market;Enterprise;Other","False","False","",""
"Company__c","Company","Custom Object","Typical_Rounds__c","Typical Rounds","Number","False","","","False","False","",""
"Contact","Contact","Standard Object","AccountId",,"Lookup","False","","","False","False","",""
"Contact","Contact","Standard Object","AssistantName",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","AssistantPhone",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Birthdate",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","BuyerAttributes",,"Picklist","False","","","False","False","",""
"Contact","Contact","Standard Object","Contact_Role__c","Contact Role","Picklist","False","","Hiring Manager;HR;Vendor Manager;Technical Panel;Recruiter;Finance;Other","False","False","","Select the contact role in the hiring process. Hiring Manager = decision maker. HR = HR coordinator. Vendor Manager = vendor side coordinator."
"Contact","Contact","Standard Object","ContactSource",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Department",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","DepartmentGroup",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Description",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","DoNotCall",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Email",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Fax",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","GenderIdentity",,"Picklist","False","","","False","False","",""
"Contact","Contact","Standard Object","HasOptedOutOfEmail",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","HasOptedOutOfFax",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","HomePhone",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Jigsaw",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","LastCURequestDate",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","LastCUUpdateDate",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","LeadSource",,"Picklist","False","","","False","False","",""
"Contact","Contact","Standard Object","MailingAddress",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","MobilePhone",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Name",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","OtherAddress",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","OtherPhone",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","OwnerId",,"Lookup","False","","","False","False","",""
"Contact","Contact","Standard Object","Phone",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","Primary_Submission_Contact__c","Primary Submission Contact","Checkbox","False","","","False","False","","Check for the main contact who should receive candidate submission emails. Only one contact per client should have this checked."
"Contact","Contact","Standard Object","Pronouns",,"Picklist","False","","","False","False","",""
"Contact","Contact","Standard Object","Receives_Submission_Emails__c","Receives Submission Emails","Checkbox","False","","","False","False","","Check if this contact should receive emails when candidate profiles are submitted. Used for CC recipients in addition to Primary Submission Contact."
"Contact","Contact","Standard Object","ReportsToId",,"Lookup","False","","","False","False","",""
"Contact","Contact","Standard Object","Submission_Notes__c","Submission Notes","LongTextArea","False","","","False","False","32768","Enter any special instructions for submitting profiles to this contact. Example: Always send application in PDF format, Include LinkedIn URL, Do not mention rate, etc."
"Contact","Contact","Standard Object","Title",,,"False","","","False","False","",""
"Contact","Contact","Standard Object","TitleType",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","ArchivedById",,"Lookup","False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","ArchivedDate",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","ContentAssetId",,"Lookup","False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","DeletedById",,"Lookup","False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","DeletedDate",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","IsArchived",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","IsInternalOnly",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","OwnerId",,"Lookup","False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","ParentId",,"Lookup","False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","PublishStatus",,,"False","","","False","False","",""
"ContentDocument","ContentDocument","Standard Object","Title",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","ContentSize",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","ContentSizeLong",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","CreatedBynameFormula__c","CreatedBynameFormula","Text","True","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","Description",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","dfsle__GeneratedFileFormat__c","Generated File Format","Picklist","False","","Word;PDF","False","False","",""
"ContentVersion","ContentVersion","Standard Object","dfsle__GeneratedFileName__c","Generated File Name","Text","False","","","False","False","255",""
"ContentVersion","ContentVersion","Standard Object","dfsle__GeneratedFileSuffix__c","Generated File Suffix","Picklist","False","","name;date;name_date","False","False","",""
"ContentVersion","ContentVersion","Standard Object","dfsle__Rule__c","Rule","LongTextArea","False","","","False","False","131072",""
"ContentVersion","ContentVersion","Standard Object","File_Type__c","File Type","Picklist","False","","Resume;Service Agreement","False","False","",""
"ContentVersion","ContentVersion","Standard Object","FileExtension",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","FileType",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","Guest_Record_fileupload__c","Guest Record","Text","False","","","False","False","255",""
"ContentVersion","ContentVersion","Standard Object","IsAssetEnabled",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","Language",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","OwnerId",,"Lookup","False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","SharingOption",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","SharingPrivacy",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","TagCsv",,,"False","","","False","False","",""
"ContentVersion","ContentVersion","Standard Object","Title",,,"False","","","False","False","",""
"Course__c","Course","Custom Object","Active__c","Active","Checkbox","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","AI_Latest_Score__c","AI Latest Score","Text","False","","","False","False","20",""
"Deliverable__c","Deliverable","Custom Object","Approval_Required__c","Approval Required","Checkbox","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Approved_At__c","Approved At","DateTime","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Approved_By__c","Approved By","Lookup","False","User","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Attempt_Count__c","Attempt Count","Number","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Candidate_Training__c","Candidate Training","Lookup","False","Candidate_Training__c","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Candidate_Training_Step__c","Candidate Training Step","MasterDetail","False","CandidateTrainingStep__c","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Days_To_Complete__c","Days To Complete","Number","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Definitions__c","Definition","Lookup","False","Step_Deliverable_Definition__c","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Due_Date_Candidate_Time_Zone__c","Due Date Candidate Time Zone","Text","False","","","False","False","255",""
"Deliverable__c","Deliverable","Custom Object","Due_Date_IST__c","Due Date IST","Text","False","","","False","False","255",""
"Deliverable__c","Deliverable","Custom Object","Due_Date_Sort__c","Due Date Sort","DateTime","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Extension_Requested__c","Extension Requested","Checkbox","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Extension_Requested_At__c","Extension Requested At","DateTime","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Is_Required__c","Is Required","Checkbox","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Latest_AI_Feedback__c","Latest AI Feedback","LongTextArea","False","","","False","False","32768",""
"Deliverable__c","Deliverable","Custom Object","Linked_Session__c","Linked Session","Lookup","False","Session__c","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Notes__c","Notes","LongTextArea","False","","","False","False","32768",""
"Deliverable__c","Deliverable","Custom Object","Status__c","Status","Picklist","False","","Inprogress;Not Active;Pending;Submitted;Failed;Locked;Approved;Active;Dropped","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Submitted_At__c","Submitted At","DateTime","False","","","False","False","",""
"Deliverable__c","Deliverable","Custom Object","Submitted_By__c","Submitted By","Lookup","False","User","","False","False","",""
"Deliverable_Result__c","Deliverable Result","Custom Object","AI_Feedback__c","AI Feedback","LongTextArea","False","","","False","False","32768",""
"Deliverable_Result__c","Deliverable Result","Custom Object","AI_Score__c","AI Score","Number","False","","","False","False","",""
"Deliverable_Result__c","Deliverable Result","Custom Object","Deliverable__c","Deliverable","MasterDetail","False","Deliverable__c","","False","False","",""
"Deliverable_Result__c","Deliverable Result","Custom Object","Deliverable_Path__c","Deliverable Path","Text","False","","","False","False","255",""
"Deliverable_Result__c","Deliverable Result","Custom Object","Result_Status__c","Result Status","Picklist","False","","Pass;Fail;Pending","False","False","",""
"Deliverable_Result__c","Deliverable Result","Custom Object","Submitted_At__c","Submitted At","DateTime","False","","","False","False","",""
"Deliverable_Result__c","Deliverable Result","Custom Object","Threshold_Score__c","Threshold Score","Text","False","","","False","False","20",""
"Education_History__c","Education History","Custom Object","Candidate__c","Candidate","Lookup","False","Account","","False","False","",""
"Education_History__c","Education History","Custom Object","CGPA_Score__c","CGPA / Score","Number","False","","","False","False","",""
"Education_History__c","Education History","Custom Object","Course__c","Course","Lookup","False","Course__c","","False","False","",""
"Education_History__c","Education History","Custom Object","Degree__c","Degree","Picklist","False","","","False","False","",""
"Education_History__c","Education History","Custom Object","Degree_Type__c","Degree Type","Picklist","False","","","False","False","",""
"Education_History__c","Education History","Custom Object","End_Date__c","End Date","Date","False","","","False","False","",""
"Education_History__c","Education History","Custom Object","Institute__c","Institute","Lookup","False","Institute__c","","False","False","",""
"Education_History__c","Education History","Custom Object","Institute_Country__c","Institute Country","Picklist","False","","","False","False","",""
"Education_History__c","Education History","Custom Object","Institute_Name__c","Institute Name","Text","True","","","False","False","",""
"Education_History__c","Education History","Custom Object","Lead__c","Lead","Lookup","False","Lead","","False","False","",""
"Education_History__c","Education History","Custom Object","Onboarding__c","Onboarding","Lookup","False","Onboarding__c","","False","False","",""
"Education_History__c","Education History","Custom Object","Start_Date__c","Start Date","Date","False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","AutomationType",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","BccAddress",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","CcAddress",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","FirstOpenedDate",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","FromAddress",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","FromName",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","HasAttachment",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","Headers",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","HtmlBody",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","Incoming",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","IsExternallyVisible",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","IsPrivateDraft",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","LastOpenedDate",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","MessageDate",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","MessageSize",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","ParentId",,"Lookup","False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","RelatedToId",,"Lookup","False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","Source",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","Status",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","Subject",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","TextBody",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","ToAddress",,,"False","","","False","False","",""
"EmailMessage","EmailMessage","Standard Object","ValidatedFromAddress",,,"False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Attachment_Required__c","Attachment Required","Checkbox","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Cancel_Reason__c","Cancel Reason","LongTextArea","False","","","False","False","32768",""
"Employee_Leave__c","Employee Leave","Custom Object","Employee__c","Employee","Lookup","False","Recruiter__c","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Employees__c","Employeess","Lookup","False","User","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","End_Date__c","End Date","Date","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","End_DateTime__c","End DateTime","DateTime","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","EndTime__c","End Time","Picklist","False","","12:00 AM;12:15 AM;12:30 AM;12:45 AM;01:00 AM;01:15 AM;01:30 AM;01:45 AM;02:00 AM;02:15 AM;02:30 AM;02:45 AM;03:00 AM;03:15 AM;03:30 AM;03:45 AM;04:00 AM;04:15 AM;04:30 AM;04:45 AM;05:00 AM;05:15 AM;05:30 AM;05:45 AM;06:00 AM;06:15 AM;06:30 AM;06:45 AM;07:00 AM;07:15 AM;07:30 AM;07:45 AM;08:00 AM;08:15 AM;08:30 AM;08:45 AM;09:00 AM;09:15 AM;09:30 AM;09:45 AM;10:00 AM;10:15 AM;10:30 AM;10:45 AM;11:00 AM;11:15 AM;11:30 AM;11:45 AM;12:00 PM;12:15 PM;12:30 PM;12:45 PM;01:00 PM;01:15 PM;01:30 PM;01:45 PM;02:00 PM;02:15 PM;02:30 PM;02:45 PM;03:00 PM;03:15 PM;03:30 PM;03:45 PM;04:00 PM;04:15 PM;04:30 PM;04:45 PM;05:00 PM;05:15 PM;05:30 PM;05:45 PM;06:00 PM;06:15 PM;06:30 PM;06:45 PM;07:00 PM;07:15 PM;07:30 PM;07:45 PM;08:00 PM;08:15 PM;08:30 PM;08:45 PM;09:00 PM;09:15 PM;09:30 PM;09:45 PM;10:00 PM;10:15 PM;10:30 PM;10:45 PM;11:00 PM;11:15 PM;11:30 PM;11:45 PM","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","From_Session__c","From Session","Picklist","False","","First Half;Second Half;Full Day","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","HR_Approved_On__c","HR Approved On","DateTime","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","HR_Approver__c","HR Approver","Lookup","False","Recruiter__c","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","HR_Requirement_Reason__c","HR Requirement Reason","Picklist","False","","Late Request;Insufficient Balance;Special Leave;Comp-Off;Other","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Is_Full_Day__c","Is Full Day","Checkbox","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Is_Half_Day__c","Is Half Day","Checkbox","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Is_HR_Approval_Required__c","Is HR Approval Required","Checkbox","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Is_Unpaid__c","Is Unpaid","Checkbox","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Leave_Applied_By__c","Leave Applied By","Lookup","False","Recruiter__c","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Leave_Event_Id__c","Leave Event Id","Text","False","","","False","False","18",""
"Employee_Leave__c","Employee Leave","Custom Object","Leave_Reason__c","Leave Reason","LongTextArea","False","","","False","False","32768",""
"Employee_Leave__c","Employee Leave","Custom Object","Leave_Type__c","Leave Type","Picklist","False","","PTO;Sick;Unpaid (LOP/LWP);Comp-Off Availed;Marriage;Paternity;Maternity;Other","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Leave_Year__c","Leave Year","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Manager_Approved_On__c","Manager Approved On","DateTime","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Manager_Approver__c","Manager Approver","Lookup","False","Employee","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Notice_Compliance__c","Notice Compliance","Picklist","False","","On Time;Late;Not Applicable","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Notice_Given_Days__c","Notice Given (Days)","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Notice_Required_Days__c","Notice Requirement (Days)","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Paid_Days__c","Paid Days","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Partial_Day_Type__c","Partial Day Type","Picklist","False","","First Half;Second Half;Time Range","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","PTO_Balance_At_Request__c","Balance Snapshot (PTO)","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Rejection_Reason__c","Rejection Reason","LongTextArea","False","","","False","False","32768",""
"Employee_Leave__c","Employee Leave","Custom Object","Requested_By__c","Requested By","Lookup","False","Employee","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Requested_On__c","Requested On","DateTime","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","SL_Balance_At_Request__c","Balance Snapshot (SL)","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Start_Date__c","Start Date","Date","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Start_DateTime__c","Start DateTime","DateTime","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Start_Time__c","Start Time","Time","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","StartTime__c","Start Time","Picklist","False","","12:00 AM;12:15 AM;12:30 AM;12:45 AM;01:00 AM;01:15 AM;01:30 AM;01:45 AM;02:00 AM;02:15 AM;02:30 AM;02:45 AM;03:00 AM;03:15 AM;03:30 AM;03:45 AM;04:00 AM;04:15 AM;04:30 AM;04:45 AM;05:00 AM;05:15 AM;05:30 AM;05:45 AM;06:00 AM;06:15 AM;06:30 AM;06:45 AM;07:00 AM;07:15 AM;07:30 AM;07:45 AM;08:00 AM;08:15 AM;08:30 AM;08:45 AM;09:00 AM;09:15 AM;09:30 AM;09:45 AM;10:00 AM;10:15 AM;10:30 AM;10:45 AM;11:00 AM;11:15 AM;11:30 AM;11:45 AM;12:00 PM;12:15 PM;12:30 PM;12:45 PM;01:00 PM;01:15 PM;01:30 PM;01:45 PM;02:00 PM;02:15 PM;02:30 PM;02:45 PM;03:00 PM;03:15 PM;03:30 PM;03:45 PM;04:00 PM;04:15 PM;04:30 PM;04:45 PM;05:00 PM;05:15 PM;05:30 PM;05:45 PM;06:00 PM;06:15 PM;06:30 PM;06:45 PM;07:00 PM;07:15 PM;07:30 PM;07:45 PM;08:00 PM;08:15 PM;08:30 PM;08:45 PM;09:00 PM;09:15 PM;09:30 PM;09:45 PM;10:00 PM;10:15 PM;10:30 PM;10:45 PM;11:00 PM;11:15 PM;11:30 PM;11:45 PM","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Status__c","Status","Picklist","False","","Planned;Approved;Cancelled;Completed;Draft;Submitted;Manager Approved;HR Review Required;Rejected","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Supporting_Document_Link__c","Supporting Document","Url","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","To_Session__c","To Session","Picklist","False","","First Half;Second Half;Full Day","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Total_Days__c","Total Days Requested","Number","False","","","False","False","",""
"Employee_Leave__c","Employee Leave","Custom Object","Unpaid_Days__c","Unpaid Days (LOP)","Number","False","","","False","False","",""
"Event","Event","Standard Object","ActivityDate",,,"False","","","False","False","",""
"Event","Event","Standard Object","ActivityDateTime",,,"False","","","False","False","",""
"Event","Event","Standard Object","Attendees",,,"False","","","False","False","",""
"Event","Event","Standard Object","Description",,,"False","","","False","False","",""
"Event","Event","Standard Object","DurationInMinutes",,,"False","","","False","False","",""
